,task_id,task_description,deadline,priority,assigned_user,user_workload,past_task_behavior,category,status,time_taken_(hours),deadline_days_remaining,task_length,has_keyword_urgent,is_weekend_deadline,category_encoded,status_encoded,priority_encoded,is_completed,user_current_load,past_behavior_score,workload,deadline_days,task_description_clean
191,synthetic_22687,Update Docker configurations.,2025-07-24,High,user7,8.0,Excellent,DevOps,To Do,0.4787156898071725,0.0,0.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.2,0.5221560846560847,0,update docker configuration
192,T0255,Restore database from backup,2025-07-30,High,User_7,5.0,On Time,Management,Completed,0.2083333333333333,0.0909090909090909,0.3333333333333332,0,0,4.0,0.0,0.0,1.0,0.5833333333333333,1.0,0.2982804232804232,5,restore database backup
193,T0100,Update internal documentation,2025-09-07,Low,User_4,6.0,On Time,Design,Completed,0.9916666666666668,0.7999999999999999,0.0,0,1,0.0,0.0,1.0,1.0,0.0833333333333332,1.0,0.4537037037037037,44,update internal documentation
194,T0150,Create UI wireframes for feature,2025-07-27,Medium,User_2,7.0,Delayed,Management,In Progress,0.0,0.0363636363636363,0.6666666666666665,0,1,4.0,1.0,2.0,0.0,0.4166666666666667,0.3,0.4722222222222221,2,create ui wireframes feature
195,T0028,Update internal documentation,2025-09-04,Low,User_6,5.0,Delayed,Development,Pending,0.0,0.7454545454545454,0.0,0,0,2.0,2.0,1.0,0.0,0.6666666666666667,0.3,0.3974867724867724,41,update internal documentation
196,T0088,Update internal documentation,2025-08-06,Low,User_4,5.0,On Time,Design,In Progress,0.0,0.2181818181818181,0.0,0,0,0.0,1.0,1.0,0.0,0.0833333333333332,1.0,0.2248677248677249,12,update internal documentation
197,T0252,Restore database from backup,2025-07-23,High,User_5,9.0,Late,Management,Completed,0.1333333333333333,0.0,0.3333333333333332,0,0,4.0,0.0,0.0,1.0,0.5833333333333333,0.5,0.41005291005291,0,restore database backup
198,T0146,Review peer pull requests,2025-09-11,Medium,User_3,4.0,Late,Development,In Progress,0.0,0.8727272727272727,0.3333333333333332,0,0,2.0,1.0,2.0,0.0,0.0,0.5,0.5158730158730159,48,review peer pull request
199,T0243,Resolve payment gateway timeout issue,2025-08-12,High,User_10,1.0,Late,DevOps,In Progress,0.0,0.3272727272727272,0.6666666666666665,0,0,1.0,1.0,0.0,0.0,0.3333333333333332,0.5,0.3373015873015872,18,resolve payment gateway timeout issue
200,T0011,Schedule weekly team sync,2025-07-31,Low,User_4,6.0,Delayed,Design,Pending,0.0,0.109090909090909,0.3333333333333332,0,0,0.0,2.0,1.0,0.0,0.0833333333333332,0.3,0.3425925925925926,6,schedule weekly team sync
201,T0128,Review peer pull requests,2025-08-14,Medium,User_2,1.0,Delayed,DevOps,In Progress,0.0,0.3636363636363636,0.3333333333333332,0,0,1.0,1.0,2.0,0.0,0.4166666666666667,0.3,0.2341269841269841,20,review peer pull request
202,T0036,Send status update to manager,2025-09-14,Low,User_6,3.0,Delayed,Development,Completed,0.7,0.9272727272727272,0.6666666666666665,0,1,2.0,0.0,1.0,1.0,0.6666666666666667,0.3,0.6104497354497352,51,send status update manager
203,T0002,Organize shared team files,2025-09-15,Low,User_8,7.0,On Time,DevOps,Completed,0.4583333333333333,0.9454545454545454,0.3333333333333332,0,0,1.0,0.0,1.0,1.0,0.1666666666666667,1.0,0.6547619047619048,52,organize shared team file
204,T0075,Schedule weekly team sync,2025-08-27,Low,User_3,2.0,Late,Management,Pending,0.0,0.6,0.3333333333333332,0,0,4.0,2.0,1.0,0.0,0.0,0.5,0.3498677248677247,33,schedule weekly team sync
205,T0153,Write integration tests for API,2025-08-19,Medium,User_5,1.0,Delayed,Development,Completed,0.5166666666666666,0.4545454545454545,0.6666666666666665,0,0,2.0,0.0,2.0,1.0,0.5833333333333333,0.3,0.3789682539682539,25,write integration test api
206,T0069,Update internal documentation,2025-08-21,Low,User_6,10.0,Delayed,Documentation,Pending,0.0,0.4909090909090909,0.0,0,0,3.0,2.0,1.0,0.0,0.6666666666666667,0.3,0.5059523809523809,27,update internal documentation
207,T0187,Write integration tests for API,2025-07-29,Medium,User_8,8.0,Late,Testing,Pending,0.0,0.0727272727272727,0.6666666666666665,0,0,5.0,2.0,2.0,0.0,0.1666666666666667,0.5,0.5224867724867724,4,write integration test api
208,T0253,Patch security vulnerability in auth system,2025-08-07,High,User_1,4.0,Late,Design,Completed,0.75,0.2363636363636363,1.0,0,0,0.0,0.0,0.0,1.0,0.9999999999999998,0.5,0.5376984126984127,13,patch security vulnerability auth system
209,T0168,Refactor module for scalability,2025-08-01,Medium,User_1,1.0,On Time,Development,In Progress,0.0,0.1272727272727272,0.3333333333333332,0,0,2.0,1.0,2.0,0.0,0.9999999999999998,1.0,0.1567460317460317,7,refactor module scalability
210,T0180,Create UI wireframes for feature,2025-08-04,Medium,User_10,1.0,Late,Testing,Completed,0.7916666666666666,0.1818181818181818,0.6666666666666665,0,0,5.0,0.0,2.0,1.0,0.3333333333333332,0.5,0.2896825396825396,10,create ui wireframes feature
211,T0121,Create UI wireframes for feature,2025-09-07,Medium,User_7,4.0,Late,Development,Completed,0.175,0.7999999999999999,0.6666666666666665,0,1,2.0,0.0,2.0,1.0,0.5833333333333333,0.5,0.607142857142857,44,create ui wireframes feature
212,T0228,Fix critical bug in deployment pipeline,2025-08-14,High,User_3,6.0,On Time,Testing,Completed,0.3999999999999999,0.3636363636363636,1.0,0,0,5.0,0.0,0.0,1.0,0.0,1.0,0.656084656084656,20,fix critical bug deployment pipeline
213,T0295,Patch security vulnerability in auth system,2025-08-09,High,User_9,8.0,Delayed,Management,Completed,0.175,0.2727272727272727,1.0,0,1,4.0,0.0,0.0,1.0,0.3333333333333332,0.3,0.703042328042328,15,patch security vulnerability auth system
214,T0148,Update user guides,2025-08-13,Medium,User_5,8.0,Delayed,Documentation,Pending,0.0,0.3454545454545454,0.0,0,0,3.0,2.0,2.0,0.0,0.5833333333333333,0.3,0.3816137566137566,19,update user guide
215,synthetic_53217,Conduct weekly team review.,2025-08-10,High,user1,5.0,Late,Management,To Do,0.9646302976244344,0.2909090909090909,0.3333333333333332,0,1,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,16,conduct weekly team review
216,T0185,Write integration tests for API,2025-08-14,Medium,User_6,4.0,On Time,DevOps,In Progress,0.0,0.3636363636363636,0.6666666666666665,0,0,1.0,1.0,2.0,0.0,0.6666666666666667,1.0,0.4642857142857142,20,write integration test api
217,T0273,Deploy hotfix for customer complaints,2025-08-29,High,User_1,3.0,On Time,Design,In Progress,0.0,0.6363636363636364,0.6666666666666665,0,0,0.0,1.0,0.0,0.0,0.9999999999999998,1.0,0.5152116402116401,35,deploy hotfix customer complaint
218,T0033,Update internal documentation,2025-08-18,Low,User_8,4.0,Late,Documentation,Completed,0.125,0.4363636363636363,0.0,0,0,3.0,0.0,1.0,1.0,0.1666666666666667,0.5,0.2579365079365079,24,update internal documentation
219,T0191,Refactor module for scalability,2025-08-02,Medium,User_7,10.0,On Time,Management,In Progress,0.0,0.1454545454545454,0.3333333333333332,0,1,4.0,1.0,2.0,0.0,0.5833333333333333,1.0,0.507936507936508,8,refactor module scalability
220,T0271,Patch security vulnerability in auth system,2025-08-10,High,User_7,1.0,Late,Development,Pending,0.0,0.2909090909090909,1.0,0,1,2.0,2.0,0.0,0.0,0.5833333333333333,0.5,0.4404761904761905,16,patch security vulnerability auth system
221,T0215,Restore database from backup,2025-08-23,High,User_9,2.0,On Time,Testing,In Progress,0.0,0.5272727272727272,0.3333333333333332,0,1,5.0,1.0,0.0,0.0,0.3333333333333332,1.0,0.326058201058201,29,restore database backup
222,synthetic_10835,Conduct weekly team review.,2025-07-27,Low,user4,4.0,Late,Management,To Do,0.5426948207932508,0.0363636363636363,0.3333333333333332,0,1,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,2,conduct weekly team review
223,T0059,Update internal documentation,2025-08-01,Low,User_2,1.0,On Time,DevOps,Completed,0.9666666666666666,0.1272727272727272,0.0,0,0,1.0,0.0,1.0,1.0,0.4166666666666667,1.0,0.0416666666666666,7,update internal documentation
224,T0254,Patch security vulnerability in auth system,2025-08-07,High,User_7,1.0,Delayed,Design,Pending,0.0,0.2363636363636363,1.0,0,0,0.0,2.0,0.0,0.0,0.5833333333333333,0.3,0.4226190476190475,13,patch security vulnerability auth system
225,T0154,Write integration tests for API,2025-08-29,Medium,User_10,7.0,Late,Design,Pending,0.0,0.6363636363636364,0.6666666666666665,0,0,0.0,2.0,2.0,0.0,0.3333333333333332,0.5,0.6686507936507936,35,write integration test api
226,T0041,Send status update to manager,2025-09-11,Low,User_5,6.0,On Time,DevOps,In Progress,0.0,0.8727272727272727,0.6666666666666665,0,0,1.0,1.0,1.0,0.0,0.5833333333333333,1.0,0.7076719576719577,48,send status update manager
227,T0284,Restore database from backup,2025-08-23,High,User_10,2.0,On Time,Development,Pending,0.0,0.5272727272727272,0.3333333333333332,0,1,2.0,2.0,0.0,0.0,0.3333333333333332,1.0,0.326058201058201,29,restore database backup
228,synthetic_20894,Automate regression test cases.,2025-08-06,Urgent,user8,2.0,On Time,Testing,To Do,0.8590425774844485,0.2181818181818181,0.3333333333333332,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.0,0.5221560846560847,12,automate regression test case
229,synthetic_57361,Automate regression test cases.,2025-07-30,High,user10,10.0,Late,Testing,To Do,0.1847963375602122,0.0909090909090909,0.3333333333333332,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,5,automate regression test case
230,T0192,Review peer pull requests,2025-09-11,Medium,User_8,7.0,Delayed,DevOps,Completed,0.1666666666666666,0.8727272727272727,0.3333333333333332,0,0,1.0,0.0,2.0,1.0,0.1666666666666667,0.3,0.6309523809523808,48,review peer pull request
231,synthetic_46985,Conduct weekly team review.,2025-08-07,Medium,user9,5.0,Needs Improvement,Management,To Do,0.2435299489795316,0.2363636363636363,0.3333333333333332,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.3,0.5221560846560847,13,conduct weekly team review
232,T0131,Write integration tests for API,2025-08-12,Medium,User_10,7.0,Delayed,Design,Pending,0.0,0.3272727272727272,0.6666666666666665,0,0,0.0,2.0,2.0,0.0,0.3333333333333332,0.3,0.5674603174603174,18,write integration test api
233,synthetic_19012,Update system documentation for new features.,2025-08-03,Low,user10,10.0,Excellent,Documentation,To Do,0.4701887061466406,0.1636363636363636,1.0,0,1,2.0,1.0,1.0,0.0,0.4166666666666667,1.2,0.5221560846560847,9,update system documentation new feature
234,synthetic_99172,Allocate resources for upcoming milestone.,2025-08-20,Low,user5,1.0,On Time,Management,To Do,0.9841002907413204,0.4727272727272727,0.6666666666666665,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.0,0.5221560846560847,26,allocate resource upcoming milestone
235,T0087,Organize shared team files,2025-08-05,Low,User_1,8.0,Delayed,Development,In Progress,0.0,0.1999999999999999,0.3333333333333332,0,0,2.0,1.0,1.0,0.0,0.9999999999999998,0.3,0.449074074074074,11,organize shared team file
236,T0142,Update user guides,2025-07-25,Medium,User_3,1.0,Late,DevOps,Completed,0.1416666666666666,0.0,0.0,0,0,1.0,0.0,2.0,1.0,0.0,0.5,0.0,0,update user guide
237,synthetic_49815,Conduct load testing for new API.,2025-08-12,Medium,user6,3.0,On Time,Testing,To Do,0.4715874973254711,0.3272727272727272,1.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.0,0.5221560846560847,18,conduct load testing new api
238,synthetic_84428,Automate regression test cases.,2025-08-08,Low,user9,10.0,Excellent,Testing,To Do,0.920589180134697,0.2545454545454545,0.3333333333333332,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.2,0.5221560846560847,14,automate regression test case
239,T0259,Patch security vulnerability in auth system,2025-08-14,High,User_3,4.0,On Time,DevOps,In Progress,0.0,0.3636363636363636,1.0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.5793650793650794,20,patch security vulnerability auth system
240,synthetic_19165,Update Docker configurations.,2025-08-13,High,user2,8.0,On Time,DevOps,To Do,0.4559922138695806,0.3454545454545454,0.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.0,0.5221560846560847,19,update docker configuration
241,T0029,Send status update to manager,2025-08-04,Low,User_4,4.0,On Time,DevOps,In Progress,0.0,0.1818181818181818,0.6666666666666665,0,0,1.0,1.0,1.0,0.0,0.0833333333333332,1.0,0.4047619047619046,10,send status update manager
242,T0156,Write integration tests for API,2025-08-18,Medium,User_5,9.0,On Time,Testing,Completed,0.925,0.4363636363636363,0.6666666666666665,0,0,5.0,0.0,2.0,1.0,0.5833333333333333,1.0,0.6798941798941799,24,write integration test api
243,T0268,Fix critical bug in deployment pipeline,2025-09-01,High,User_8,2.0,On Time,Design,Completed,0.8583333333333334,0.6909090909090909,1.0,0,0,0.0,0.0,0.0,1.0,0.1666666666666667,1.0,0.6097883597883599,38,fix critical bug deployment pipeline
244,T0206,Deploy hotfix for customer complaints,2025-07-23,High,User_9,8.0,Late,Documentation,Pending,0.0,0.0,0.6666666666666665,0,0,3.0,2.0,0.0,0.0,0.3333333333333332,0.5,0.4867724867724867,0,deploy hotfix customer complaint
245,T0292,Patch security vulnerability in auth system,2025-09-03,High,User_10,7.0,Delayed,Testing,Completed,0.75,0.7272727272727273,1.0,0,0,5.0,0.0,0.0,1.0,0.3333333333333332,0.3,0.8134920634920634,40,patch security vulnerability auth system
246,T0117,Update user guides,2025-08-15,Medium,User_6,6.0,Delayed,Design,Completed,0.5916666666666666,0.3818181818181818,0.0,0,0,0.0,0.0,2.0,1.0,0.6666666666666667,0.3,0.3167989417989418,21,update user guide
247,T0056,Clean up old logs from server,2025-09-03,Low,User_1,3.0,On Time,DevOps,Pending,0.0,0.7272727272727273,1.0,0,0,1.0,2.0,1.0,0.0,0.9999999999999998,1.0,0.6600529100529099,40,clean old log server
248,synthetic_17417,Plan sprint retrospective.,2025-07-31,Medium,user7,10.0,Late,Management,To Do,0.5631420044949199,0.109090909090909,0.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,6,plan sprint retrospective
249,T0024,Schedule weekly team sync,2025-07-27,Low,User_6,2.0,On Time,Testing,Completed,0.8583333333333334,0.0363636363636363,0.3333333333333332,0,1,5.0,0.0,1.0,1.0,0.6666666666666667,1.0,0.1653439153439153,2,schedule weekly team sync
250,synthetic_42498,Perform integration tests for latest release.,2025-08-16,Low,user9,5.0,Late,Testing,To Do,0.8241044513163349,0.3999999999999999,1.0,0,1,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,22,perform integration test latest release
251,T0126,Review peer pull requests,2025-08-25,Medium,User_7,2.0,On Time,Development,Pending,0.0,0.5636363636363636,0.3333333333333332,0,0,2.0,2.0,2.0,0.0,0.5833333333333333,1.0,0.3379629629629629,31,review peer pull request
252,T0258,Resolve payment gateway timeout issue,2025-08-24,High,User_9,6.0,Late,Development,In Progress,0.0,0.5454545454545454,0.6666666666666665,0,1,2.0,1.0,0.0,0.0,0.3333333333333332,0.5,0.6005291005291005,30,resolve payment gateway timeout issue
253,T0019,Schedule weekly team sync,2025-08-16,Low,User_4,4.0,Delayed,DevOps,Completed,0.8499999999999999,0.3999999999999999,0.3333333333333332,0,1,1.0,0.0,1.0,1.0,0.0833333333333332,0.3,0.3611111111111111,22,schedule weekly team sync
254,synthetic_62202,Update system documentation for new features.,2025-08-17,High,user1,10.0,Late,Documentation,To Do,0.191521521751283,0.4181818181818181,1.0,0,1,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,23,update system documentation new feature
255,synthetic_28206,Write unit tests for payment module.,2025-08-06,High,user6,6.0,Late,Testing,To Do,0.4763804442731132,0.2181818181818181,1.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,12,write unit test payment module
256,T0118,Create UI wireframes for feature,2025-08-29,Medium,User_10,8.0,Delayed,Development,Completed,0.3416666666666666,0.6363636363636364,0.6666666666666665,0,0,2.0,0.0,2.0,1.0,0.3333333333333332,0.3,0.7070105820105821,35,create ui wireframes feature
257,synthetic_57874,Update system documentation for new features.,2025-07-23,High,user2,6.0,Needs Improvement,Documentation,To Do,0.4714205899915048,0.0,1.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.3,0.5221560846560847,0,update system documentation new feature
258,T0078,Organize shared team files,2025-09-14,Low,User_9,3.0,Late,Management,Pending,0.0,0.9272727272727272,0.3333333333333332,0,1,4.0,2.0,1.0,0.0,0.3333333333333332,0.5,0.4953703703703703,51,organize shared team file
259,T0031,Schedule weekly team sync,2025-08-18,Low,User_3,6.0,Delayed,Development,Completed,0.625,0.4363636363636363,0.3333333333333332,0,0,2.0,0.0,1.0,1.0,0.0,0.3,0.4497354497354497,24,schedule weekly team sync
260,T0277,Resolve payment gateway timeout issue,2025-07-26,High,User_6,2.0,Delayed,Testing,Pending,0.0,0.0181818181818181,0.6666666666666665,0,1,5.0,2.0,0.0,0.0,0.6666666666666667,0.3,0.2744708994708995,1,resolve payment gateway timeout issue
261,T0115,Update user guides,2025-08-08,Medium,User_4,9.0,Delayed,Design,In Progress,0.0,0.2545454545454545,0.0,0,0,0.0,1.0,2.0,0.0,0.0833333333333332,0.3,0.3902116402116402,14,update user guide
262,T0162,Create UI wireframes for feature,2025-09-08,Medium,User_1,4.0,Delayed,Development,In Progress,0.0,0.8181818181818181,0.6666666666666665,0,0,2.0,1.0,2.0,0.0,0.9999999999999998,0.3,0.6130952380952382,45,create ui wireframes feature
263,T0256,Patch security vulnerability in auth system,2025-09-02,High,User_9,6.0,On Time,Testing,Completed,0.8083333333333332,0.7090909090909091,1.0,0,0,5.0,0.0,0.0,1.0,0.3333333333333332,1.0,0.7691798941798943,39,patch security vulnerability auth system
264,T0086,Send status update to manager,2025-07-24,Low,User_5,10.0,Late,DevOps,Pending,0.0,0.0,0.6666666666666665,0,0,1.0,2.0,1.0,0.0,0.5833333333333333,0.5,0.5694444444444444,0,send status update manager
265,T0219,Patch security vulnerability in auth system,2025-08-01,High,User_1,2.0,Late,Development,Completed,0.9333333333333332,0.1272727272727272,1.0,0,0,2.0,0.0,0.0,1.0,0.9999999999999998,0.5,0.4252645502645502,7,patch security vulnerability auth system
266,T0120,Review peer pull requests,2025-08-17,Medium,User_1,10.0,On Time,DevOps,Pending,0.0,0.4181818181818181,0.3333333333333332,0,1,1.0,2.0,2.0,0.0,0.9999999999999998,1.0,0.5972222222222222,23,review peer pull request
267,T0158,Update user guides,2025-08-23,Medium,User_2,5.0,On Time,Management,In Progress,0.0,0.5272727272727272,0.0,0,1,4.0,1.0,2.0,0.0,0.4166666666666667,1.0,0.326058201058201,29,update user guide
268,T0096,Clean up old logs from server,2025-08-16,Low,User_4,1.0,Delayed,Testing,In Progress,0.0,0.3999999999999999,1.0,0,1,5.0,1.0,1.0,0.0,0.0833333333333332,0.3,0.4761904761904762,22,clean old log server
269,T0178,Update user guides,2025-08-23,Medium,User_5,5.0,Delayed,Documentation,Completed,0.7416666666666667,0.5272727272727272,0.0,0,1,3.0,0.0,2.0,1.0,0.5833333333333333,0.3,0.326058201058201,29,update user guide
270,synthetic_68475,Conduct weekly team review.,2025-08-16,High,user9,5.0,Late,Management,To Do,0.4287609443735787,0.3999999999999999,0.3333333333333332,0,1,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,22,conduct weekly team review
271,T0276,Deploy hotfix for customer complaints,2025-08-31,High,User_1,6.0,Delayed,Development,Completed,0.8083333333333332,0.6727272727272727,0.6666666666666665,0,1,2.0,0.0,0.0,1.0,0.9999999999999998,0.3,0.6421957671957671,37,deploy hotfix customer complaint
272,T0017,Clean up old logs from server,2025-07-29,Low,User_5,8.0,On Time,Design,In Progress,0.0,0.0727272727272727,1.0,0,0,0.0,1.0,1.0,0.0,0.5833333333333333,1.0,0.6375661375661378,4,clean old log server
273,T0145,Refactor module for scalability,2025-08-11,Medium,User_3,8.0,Delayed,DevOps,Completed,0.2666666666666666,0.3090909090909091,0.3333333333333332,0,0,1.0,0.0,2.0,1.0,0.0,0.3,0.4847883597883597,17,refactor module scalability
274,T0274,Resolve payment gateway timeout issue,2025-08-31,High,User_6,1.0,Late,Management,In Progress,0.0,0.6727272727272727,0.6666666666666665,0,1,4.0,1.0,0.0,0.0,0.6666666666666667,0.5,0.4503968253968253,37,resolve payment gateway timeout issue
275,T0294,Deploy hotfix for customer complaints,2025-08-22,High,User_6,3.0,On Time,Management,In Progress,0.0,0.509090909090909,0.6666666666666665,0,0,4.0,1.0,0.0,0.0,0.6666666666666667,1.0,0.4735449735449735,28,deploy hotfix customer complaint
276,T0077,Clean up old logs from server,2025-09-06,Low,User_9,6.0,On Time,Design,Pending,0.0,0.7818181818181817,1.0,0,1,0.0,2.0,1.0,0.0,0.3333333333333332,1.0,0.7929894179894178,43,clean old log server
277,T0286,Restore database from backup,2025-08-10,High,User_1,6.0,Delayed,Design,In Progress,0.0,0.2909090909090909,0.3333333333333332,0,1,0.0,1.0,0.0,0.0,0.9999999999999998,0.3,0.4021164021164022,16,restore database backup
278,T0161,Write integration tests for API,2025-08-14,Medium,User_5,6.0,Delayed,Documentation,Pending,0.0,0.3636363636363636,0.6666666666666665,0,0,3.0,2.0,2.0,0.0,0.5833333333333333,0.3,0.541005291005291,20,write integration test api
279,T0132,Refactor module for scalability,2025-08-07,Medium,User_5,2.0,Delayed,DevOps,In Progress,0.0,0.2363636363636363,0.3333333333333332,0,0,1.0,1.0,2.0,0.0,0.5833333333333333,0.3,0.2308201058201058,13,refactor module scalability
280,T0234,Resolve payment gateway timeout issue,2025-09-02,High,User_10,7.0,Delayed,Development,Completed,0.4916666666666667,0.7090909090909091,0.6666666666666665,0,0,2.0,0.0,0.0,1.0,0.3333333333333332,0.3,0.6924603174603176,39,resolve payment gateway timeout issue
281,T0050,Send status update to manager,2025-09-08,Low,User_6,9.0,Delayed,Testing,In Progress,0.0,0.8181818181818181,0.6666666666666665,0,0,5.0,1.0,1.0,0.0,0.6666666666666667,0.3,0.8048941798941799,45,send status update manager
282,T0229,Fix critical bug in deployment pipeline,2025-08-11,High,User_6,6.0,Delayed,Management,Completed,0.1416666666666666,0.3090909090909091,1.0,0,0,4.0,0.0,0.0,1.0,0.6666666666666667,0.3,0.6382275132275133,17,fix critical bug deployment pipeline
283,T0111,Update user guides,2025-08-17,Medium,User_10,2.0,Delayed,Documentation,Pending,0.0,0.4181818181818181,0.0,0,1,3.0,2.0,2.0,0.0,0.3333333333333332,0.3,0.1752645502645503,23,update user guide
284,T0071,Send status update to manager,2025-08-29,Low,User_8,7.0,On Time,Development,Completed,0.625,0.6363636363636364,0.6666666666666665,0,0,2.0,0.0,1.0,1.0,0.1666666666666667,1.0,0.6686507936507936,35,send status update manager
285,T0209,Deploy hotfix for customer complaints,2025-09-01,High,User_6,9.0,On Time,Management,Completed,0.6916666666666667,0.6909090909090909,0.6666666666666665,0,0,4.0,0.0,0.0,1.0,0.6666666666666667,1.0,0.7632275132275133,38,deploy hotfix customer complaint
286,T0275,Resolve payment gateway timeout issue,2025-09-16,High,User_4,5.0,Delayed,Development,Completed,0.3999999999999999,0.9636363636363636,0.6666666666666665,0,0,2.0,0.0,0.0,1.0,0.0833333333333332,0.3,0.6990740740740741,53,resolve payment gateway timeout issue
287,T0122,Create UI wireframes for feature,2025-07-30,Medium,User_5,10.0,Late,Management,Pending,0.0,0.0909090909090909,0.6666666666666665,0,0,4.0,2.0,2.0,0.0,0.5833333333333333,0.5,0.60515873015873,5,create ui wireframes feature
288,T0065,Clean up old logs from server,2025-07-22,Low,User_10,2.0,On Time,Design,In Progress,0.0,0.0,1.0,0,0,0.0,1.0,1.0,0.0,0.3333333333333332,1.0,0.3657407407407407,0,clean old log server
289,T0060,Send status update to manager,2025-08-16,Low,User_8,10.0,On Time,Development,In Progress,0.0,0.3999999999999999,0.6666666666666665,0,1,2.0,1.0,1.0,0.0,0.1666666666666667,1.0,0.7063492063492063,22,send status update manager
